"","Day","Station","Min.Delay","Min.Gap","Bound","Line","TTC.clean_time.labeled","Month"
"5579","Wednesday","KING STATION","12","15","N","YU","Evening","April"
"5580","Wednesday","GREENWOOD STATION","9","11","W","BD","Evening","April"
"5581","Wednesday","YORK MILLS STATION","3","8","N","YU","Evening","April"
"5582","Wednesday","KENNEDY BD STATION","8","12","W","BD","Evening","April"
"5583","Thursday","SHEPPARD STATION","3","8","S","YU","Night","April"
"5584","Thursday","SHEPPARD STATION","15","20","S","YU","Night","April"
"5585","Thursday","WELLESLEY STATION","4","6","S","YU","Morning","April"
"5586","Thursday","ST GEORGE BD STATION","5","7","E","BD","Morning","April"
"5587","Thursday","OSSINGTON STATION","4","6","E","BD","Morning","April"
"5588","Thursday","SHEPPARD WEST STATION","4","7","S","YU","Afternoon","April"
"5589","Thursday","KENNEDY BD STATION","3","6","W","BD","Afternoon","April"
"5590","Thursday","BROADVIEW STATION","4","6","E","BD","Afternoon","April"
"5591","Thursday","WILSON STATION","3","6","S","YU","Afternoon","April"
"5592","Thursday","ST ANDREW STATION","15","17","N","YU","Evening","April"
"5593","Thursday","SUMMERHILL STATION","4","6","N","YU","Evening","April"
"5594","Thursday","WILSON STATION","4","6","N","YU","Evening","April"
"5595","Thursday","WILSON STATION","3","5","N","YU","Evening","April"
"5596","Thursday","MAIN STREET STATION","3","6","E","BD","Evening","April"
"5597","Thursday","CASTLE FRANK STATION","10","13","E","BD","Evening","April"
"5598","Friday","DUPONT STATION","6","11","N","YU","Morning","April"
"5599","Friday","DUFFERIN STATION","3","8","W","BD","Morning","April"
"5600","Friday","SHEPPARD STATION","5","10","S","YU","Morning","April"
"5601","Friday","WARDEN STATION","7","11","E","BD","Afternoon","April"
"5602","Friday","NORTH YORK CTR STATION","4","8","S","YU","Afternoon","April"
"5603","Friday","VAUGHAN MC STATION","4","8","S","YU","Afternoon","April"
"5604","Friday","ROSEDALE STATION","17","21","S","YU","Evening","April"
"5605","Friday","VAUGHAN MC STATION","4","8","S","YU","Evening","April"
"5606","Friday","VAUGHAN MC STATION","4","8","S","YU","Evening","April"
"5607","Friday","WELLESLEY STATION","21","26","N","YU","Evening","April"
"5608","Friday","KENNEDY BD STATION","4","8","E","BD","Evening","April"
"5609","Saturday","WARDEN STATION","3","8","E","BD","Morning","April"
"5610","Saturday","LANSDOWNE STATION","5","10","E","BD","Morning","April"
"5611","Saturday","KIPLING STATION","10","15","E","BD","Morning","April"
"5612","Saturday","CHRISTIE STATION","5","10","W","BD","Morning","April"
"5613","Saturday","UNION STATION","4","7","S","YU","Afternoon","April"
"5614","Saturday","MCCOWAN STATION","7","14","S","SRT","Afternoon","April"
"5615","Saturday","OSGOODE STATION","3","5","S","YU","Afternoon","April"
"5616","Saturday","COXWELL STATION","6","11","E","BD","Afternoon","April"
"5617","Saturday","ST GEORGE BD STATION","21","25","W","BD","Afternoon","April"
"5618","Saturday","ST GEORGE BD STATION","21","25","S","YU","Afternoon","April"
"5619","Saturday","KENNEDY BD STATION","4","8","E","BD","Afternoon","April"
"5620","Saturday","VAUGHAN MC STATION","5","10","S","YU","Afternoon","April"
"5621","Saturday","DUFFERIN STATION","3","7","E","BD","Afternoon","April"
"5622","Saturday","BLOOR STATION","5","8","N","YU","Afternoon","April"
"5623","Saturday","ST GEORGE YUS STATION","6","9","N","YU","Afternoon","April"
"5624","Saturday","BROADVIEW STATION","4","8","W","BD","Afternoon","April"
"5625","Saturday","VAUGHAN MC STATION","5","10","S","YU","Afternoon","April"
"5626","Saturday","VAUGHAN MC STATION","5","10","S","YU","Afternoon","April"
"5627","Saturday","VAUGHAN MC STATION","10","15","S","YU","Afternoon","April"
"5628","Saturday","DUPONT STATION","16","21","S","YU","Evening","April"
"5629","Saturday","LAWRENCE EAST STATION","5","11","N","SRT","Evening","April"
"5630","Saturday","VAUGHAN MC STATION","5","10","S","YU","Evening","April"
"5631","Saturday","ST ANDREW STATION","6","9","S","YU","Evening","April"
"5632","Saturday","DAVISVILLE STATION","3","6","S","YU","Evening","April"
"5633","Saturday","DAVISVILLE STATION","3","6","N","YU","Evening","April"
"5634","Saturday","KENNEDY BD STATION","15","21","W","BD","Evening","April"
"5635","Saturday","KENNEDY SRT STATION","11","15","S","SRT","Evening","April"
"5636","Saturday","DOWNSVIEW PARK STATION","6","11","S","YU","Evening","April"
"5637","Saturday","OSSINGTON STATION","22","26","W","BD","Evening","April"
"5638","Saturday","GREENWOOD STATION","4","8","E","BD","Evening","April"
"5639","Saturday","KIPLING STATION","3","7","E","BD","Evening","April"
"5640","Sunday","DAVISVILLE STATION","5","10","N","YU","Morning","April"
"5641","Sunday","VAUGHAN MC STATION","6","10","S","YU","Afternoon","April"
"5642","Sunday","DAVISVILLE STATION","4","8","S","YU","Afternoon","April"
"5643","Sunday","GREENWOOD STATION","12","16","E","BD","Evening","April"
"5644","Sunday","VICTORIA PARK STATION","6","10","E","BD","Evening","April"
"5645","Sunday","BESSARION STATION","5","10","W","SHP","Evening","April"
"5646","Sunday","VAUGHAN MC STATION","4","9","S","YU","Evening","April"
"5647","Sunday","DAVISVILLE STATION","4","8","N","YU","Evening","April"
"5648","Sunday","KIPLING STATION","4","8","W","BD","Evening","April"
"5649","Monday","DAVISVILLE STATION","3","8","N","YU","Morning","April"
"5650","Monday","DUPONT STATION","4","6","N","YU","Morning","April"
"5651","Monday","GLENCAIRN STATION","3","5","N","YU","Morning","April"
"5652","Monday","VAUGHAN MC STATION","3","7","S","YU","Morning","April"
"5653","Monday","SHEPPARD STATION","3","6","S","YU","Morning","April"
"5654","Monday","YORKDALE STATION","5","8","S","YU","Afternoon","April"
"5655","Monday","NORTH YORK CTR STATION","4","7","S","YU","Afternoon","April"
"5656","Monday","WILSON STATION","6","9","S","YU","Afternoon","April"
"5657","Monday","NORTH YORK CTR STATION","13","15","N","YU","Evening","April"
"5658","Monday","DUPONT STATION","3","5","N","YU","Evening","April"
"5659","Monday","KENNEDY BD STATION","4","8","W","BD","Evening","April"
"5660","Tuesday","LAWRENCE STATION","3","8","S","YU","Morning","April"
"5661","Tuesday","WILSON STATION","5","8","S","YU","Morning","April"
"5662","Tuesday","MCCOWAN STATION","4","9","S","SRT","Morning","April"
"5663","Tuesday","SHEPPARD WEST STATION","10","18","N","YU","Morning","April"
"5664","Tuesday","DUPONT STATION","3","6","N","YU","Morning","April"
"5665","Tuesday","BAY STATION","3","5","E","BD","Morning","April"
"5666","Tuesday","GREENWOOD STATION","8","11","E","BD","Afternoon","April"
"5667","Tuesday","YORK UNIVERSITY STATIO","8","11","S","YU","Afternoon","April"
"5668","Tuesday","SHEPPARD WEST STATION","4","7","S","YU","Afternoon","April"
"5669","Tuesday","KIPLING STATION","5","7","W","BD","Afternoon","April"
"5670","Tuesday","UNION STATION","3","7","S","YU","Evening","April"
"5671","Wednesday","VICTORIA PARK STATION","43","47","E","BD","Morning","April"
"5672","Wednesday","WILSON STATION","3","5","S","YU","Morning","April"
"5673","Wednesday","WOODBINE STATION","4","6","E","BD","Morning","April"
"5674","Wednesday","MAIN STREET STATION","4","6","E","BD","Morning","April"
"5675","Wednesday","KIPLING STATION","3","5","E","BD","Morning","April"
"5676","Wednesday","LESLIE STATION","5","10","E","SHP","Morning","April"
"5677","Wednesday","KIPLING STATION","4","6","E","BD","Morning","April"
"5678","Wednesday","ISLINGTON STATION","3","6","W","BD","Morning","April"
"5679","Wednesday","KENNEDY BD STATION","3","6","W","BD","Morning","April"
"5680","Wednesday","NORTH YORK CTR STATION","16","19","S","YU","Afternoon","April"
"5681","Wednesday","BLOOR STATION","4","7","S","YU","Afternoon","April"
"5682","Wednesday","ST PATRICK STATION","3","6","S","YU","Afternoon","April"
"5683","Wednesday","KIPLING STATION","3","6","W","BD","Afternoon","April"
"5684","Wednesday","KENNEDY BD STATION","5","7","W","BD","Afternoon","April"
"5685","Wednesday","ST GEORGE BD STATION","8","11","E","BD","Afternoon","April"
"5686","Wednesday","QUEEN STATION","3","6","N","YU","Afternoon","April"
"5687","Wednesday","MCCOWAN STATION","7","12","N","SRT","Evening","April"
"5688","Wednesday","LANSDOWNE STATION","3","5","W","BD","Evening","April"
"5689","Thursday","WILSON STATION","5","9","S","YU","Morning","April"
"5690","Thursday","RUNNYMEDE STATION","5","7","E","BD","Morning","April"
"5691","Thursday","GREENWOOD STATION","4","6","W","BD","Morning","April"
"5692","Thursday","YORK MILLS STATION","17","19","S","YU","Morning","April"
"5693","Thursday","YORK MILLS STATION","3","5","S","YU","Morning","April"
"5694","Thursday","LAWRENCE STATION","13","15","S","YU","Morning","April"
"5695","Thursday","CASTLE FRANK STATION","4","6","W","BD","Morning","April"
"5696","Thursday","HIGH PARK STATION","3","6","W","BD","Afternoon","April"
"5697","Thursday","DONLANDS STATION","7","10","E","BD","Afternoon","April"
"5698","Thursday","DUPONT STATION","5","8","N","YU","Afternoon","April"
"5699","Thursday","MCCOWAN STATION","5","10","S","SRT","Afternoon","April"
"5700","Thursday","OLD MILL STATION","4","6","E","BD","Evening","April"
"5701","Thursday","ISLINGTON STATION","3","6","E","BD","Evening","April"
"5702","Friday","HIGH PARK STATION","3","6","W","BD","Morning","April"
"5703","Friday","OLD MILL STATION","3","5","E","BD","Morning","April"
"5704","Friday","VAUGHAN MC STATION","4","8","S","YU","Morning","April"
"5705","Friday","KEELE STATION","3","5","E","BD","Morning","April"
"5706","Friday","COLLEGE STATION","3","5","N","YU","Morning","April"
"5707","Friday","OLD MILL STATION","5","8","E","BD","Morning","April"
"5708","Friday","MCCOWAN STATION","6","12","S","SRT","Afternoon","April"
"5709","Friday","MAIN STREET STATION","3","6","E","BD","Afternoon","April"
"5710","Friday","VAUGHAN MC STATION","6","9","S","YU","Afternoon","April"
"5711","Friday","WARDEN STATION","3","6","E","BD","Afternoon","April"
"5712","Friday","KENNEDY BD STATION","5","7","E","BD","Afternoon","April"
"5713","Friday","DONLANDS STATION","15","17","E","BD","Afternoon","April"
"5714","Friday","SHERBOURNE STATION","7","9","E","BD","Afternoon","April"
"5715","Friday","SUMMERHILL STATION","5","7","N","YU","Afternoon","April"
"5716","Friday","KENNEDY BD STATION","3","6","W","BD","Afternoon","April"
"5717","Friday","PAPE STATION","5","7","E","BD","Evening","April"
"5718","Friday","WOODBINE STATION","14","17","E","BD","Evening","April"
"5719","Friday","DUPONT STATION","6","11","N","YU","Evening","April"
"5720","Friday","SHEPPARD WEST STATION","3","7","S","YU","Evening","April"
"5721","Friday","RUNNYMEDE STATION","4","8","E","BD","Evening","April"
"5722","Saturday","HIGHWAY 407 STATION","6","11","N","YU","Night","April"
"5723","Saturday","VAUGHAN MC STATION","5","10","S","YU","Night","April"
"5724","Saturday","DUPONT STATION","5","10","S","YU","Night","April"
"5725","Saturday","WILSON STATION","3","8","N","YU","Night","April"
"5726","Saturday","SHEPPARD WEST STATION","12","17","N","YU","Morning","April"
"5727","Saturday","SHEPPARD WEST STATION","4","14","N","YU","Morning","April"
"5728","Saturday","DUPONT STATION","4","9","N","YU","Morning","April"
"5729","Saturday","OSGOODE STATION","7","12","N","YU","Morning","April"
"5730","Saturday","OSGOODE STATION","7","12","N","YU","Morning","April"
"5731","Saturday","KIPLING STATION","8","13","W","BD","Afternoon","April"
"5732","Saturday","RUNNYMEDE STATION","4","8","E","BD","Afternoon","April"
"5733","Saturday","VICTORIA PARK STATION","5","9","W","BD","Afternoon","April"
"5734","Saturday","VICTORIA PARK STATION","4","8","W","BD","Afternoon","April"
"5735","Saturday","KIPLING STATION","4","8","E","BD","Evening","April"
"5736","Saturday","DUFFERIN STATION","8","12","W","BD","Evening","April"
"5737","Saturday","COXWELL STATION","5","9","W","BD","Evening","April"
"5738","Saturday","WILSON STATION","3","6","N","YU","Evening","April"
"5739","Saturday","MUSEUM STATION","5","10","S","YU","Evening","April"
"5740","Saturday","KIPLING STATION","4","8","E","BD","Evening","April"
"5741","Sunday","DOWNSVIEW PARK STATION","3","8","S","YU","Night","April"
"5742","Sunday","DAVISVILLE STATION","5","10","S","YU","Morning","April"
"5743","Sunday","ST GEORGE YUS STATION","4","9","N","YU","Morning","April"
"5744","Sunday","SHEPPARD WEST STATION","3","8","N","YU","Morning","April"
"5745","Sunday","VICTORIA PARK STATION","18","23","E","BD","Afternoon","April"
"5746","Sunday","MCCOWAN STATION","6","12","N","SRT","Afternoon","April"
"5747","Sunday","WOODBINE STATION","4","8","E","BD","Afternoon","April"
"5748","Sunday","BLOOR STATION","8","12","N","YU","Afternoon","April"
"5749","Sunday","CASTLE FRANK STATION","3","7","E","BD","Afternoon","April"
"5750","Sunday","VICTORIA PARK STATION","12","16","E","BD","Evening","April"
"5751","Sunday","VICTORIA PARK STATION","8","12","W","BD","Evening","April"
"5752","Sunday","GREENWOOD STATION","4","8","W","BD","Evening","April"
"5753","Monday","KENNEDY BD STATION","3","6","W","BD","Morning","April"
"5754","Monday","RUNNYMEDE STATION","7","10","E","BD","Morning","April"
"5755","Monday","SHEPPARD STATION","6","9","N","YU","Morning","April"
"5756","Monday","KIPLING STATION","3","6","E","BD","Afternoon","April"
"5757","Monday","KENNEDY SRT STATION","3","8","N","SRT","Afternoon","April"
"5758","Monday","DUPONT STATION","9","12","N","YU","Afternoon","April"
"5759","Monday","QUEEN STATION","4","9","N","YU","Afternoon","April"
"5760","Monday","YORK MILLS STATION","4","7","S","YU","Afternoon","April"
"5761","Monday","KENNEDY SRT STATION","5","10","N","SRT","Afternoon","April"
"5762","Monday","JANE STATION","4","7","E","BD","Afternoon","April"
"5763","Monday","JANE STATION","3","6","E","BD","Afternoon","April"
"5764","Monday","VICTORIA PARK STATION","3","6","E","BD","Afternoon","April"
"5765","Monday","ISLINGTON STATION","3","6","E","BD","Afternoon","April"
"5766","Monday","OSSINGTON STATION","4","6","W","BD","Afternoon","April"
"5767","Monday","JANE STATION","3","6","W","BD","Afternoon","April"
"5768","Monday","MUSEUM STATION","3","6","N","YU","Afternoon","April"
"5769","Monday","BATHURST STATION","3","5","E","BD","Afternoon","April"
"5770","Monday","COLLEGE STATION","3","6","N","YU","Evening","April"
"5771","Monday","BLOOR STATION","4","6","S","YU","Evening","April"
"5772","Monday","LANSDOWNE STATION","4","7","E","BD","Evening","April"
"5773","Monday","KENNEDY BD STATION","3","7","W","BD","Evening","April"
"5774","Monday","WILSON STATION","5","10","S","YU","Evening","April"
"5775","Monday","LAWRENCE WEST STATION","4","8","S","YU","Evening","April"
"5776","Tuesday","VAUGHAN MC STATION","4","8","S","YU","Morning","April"
"5777","Tuesday","LAWRENCE STATION","4","6","S","YU","Morning","April"
"5778","Tuesday","ST GEORGE BD STATION","3","5","W","BD","Morning","April"
"5779","Tuesday","VICTORIA PARK STATION","10","13","W","BD","Morning","April"
"5780","Tuesday","COLLEGE STATION","3","5","S","YU","Morning","April"
"5781","Tuesday","SHEPPARD WEST STATION","7","10","N","YU","Morning","April"
"5782","Tuesday","QUEEN STATION","7","10","S","YU","Morning","April"
"5783","Tuesday","QUEEN STATION","4","7","N","YU","Afternoon","April"
"5784","Tuesday","KIPLING STATION","3","6","E","BD","Afternoon","April"
"5785","Tuesday","ST GEORGE BD STATION","3","6","W","BD","Afternoon","April"
"5786","Tuesday","KIPLING STATION","6","9","E","BD","Afternoon","April"
"5787","Tuesday","DONLANDS STATION","3","5","W","BD","Afternoon","April"
"5788","Tuesday","WELLESLEY STATION","4","6","N","YU","Afternoon","April"
"5789","Tuesday","VAUGHAN MC STATION","3","5","S","YU","Evening","April"
"5790","Tuesday","VAUGHAN MC STATION","3","5","N","YU","Evening","April"
"5791","Tuesday","ST GEORGE YUS STATION","4","6","N","YU","Evening","April"
"5792","Tuesday","WARDEN STATION","11","15","E","BD","Evening","April"
"5793","Tuesday","LAWRENCE STATION","4","9","N","YU","Evening","April"
"5794","Wednesday","WILSON STATION","3","5","S","YU","Morning","May"
"5795","Wednesday","LAWRENCE WEST STATION","3","5","S","YU","Morning","May"
"5796","Wednesday","WILSON STATION","3","5","S","YU","Morning","May"
"5797","Wednesday","SHEPPARD WEST STATION","6","10","N","YU","Morning","May"
"5798","Wednesday","VAUGHAN MC STATION","4","7","S","YU","Afternoon","May"
"5799","Wednesday","OSSINGTON STATION","16","18","W","BD","Afternoon","May"
"5800","Wednesday","WOODBINE STATION","5","7","E","BD","Evening","May"
"5801","Wednesday","LAWRENCE STATION","7","9","S","YU","Evening","May"
"5802","Wednesday","QUEEN STATION","5","7","S","YU","Evening","May"
"5803","Wednesday","BLOOR STATION","3","8","N","YU","Evening","May"
"5804","Thursday","WILSON STATION","3","5","S","YU","Morning","May"
"5805","Thursday","DOWNSVIEW PARK STATION","10","14","N","YU","Morning","May"
"5806","Thursday","BROADVIEW STATION","5","8","W","BD","Morning","May"
"5807","Thursday","YORKDALE STATION","3","6","N","YU","Afternoon","May"
"5808","Thursday","KING STATION","4","7","S","YU","Afternoon","May"
"5809","Thursday","WARDEN STATION","3","6","W","BD","Afternoon","May"
"5810","Thursday","GLENCAIRN STATION","4","7","N","YU","Afternoon","May"
"5811","Thursday","WARDEN STATION","3","5","W","BD","Afternoon","May"
"5812","Thursday","SUMMERHILL STATION","4","7","S","YU","Afternoon","May"
"5813","Thursday","WOODBINE STATION","3","5","W","BD","Afternoon","May"
"5814","Thursday","KENNEDY BD STATION","4","8","W","BD","Evening","May"
"5815","Thursday","CHRISTIE STATION","16","20","W","BD","Evening","May"
"5816","Friday","WILSON STATION","3","8","N","YU","Night","May"
"5817","Friday","HIGH PARK STATION","7","12","W","BD","Morning","May"
"5818","Friday","NORTH YORK CTR STATION","32","35","N","YU","Morning","May"
"5819","Friday","BLOOR STATION","4","6","N","YU","Morning","May"
"5820","Friday","UNION STATION","4","6","S","YU","Morning","May"
"5821","Friday","KEELE STATION","6","9","E","BD","Afternoon","May"
"5822","Friday","GREENWOOD STATION","3","6","W","BD","Afternoon","May"
"5823","Friday","VAUGHAN MC STATION","3","6","S","YU","Afternoon","May"
"5824","Friday","MCCOWAN STATION","5","10","N","SRT","Afternoon","May"
"5825","Friday","PIONEER VILLAGE STATIO","9","11","N","YU","Evening","May"
"5826","Friday","WARDEN STATION","3","6","W","BD","Evening","May"
"5827","Friday","YORK MILLS STATION","3","5","S","YU","Evening","May"
"5828","Friday","SHEPPARD STATION","3","5","N","YU","Evening","May"
"5829","Friday","QUEEN'S PARK STATION","5","10","N","YU","Evening","May"
"5830","Saturday","VAUGHAN MC STATION","5","10","S","YU","Night","May"
"5831","Saturday","ST GEORGE BD STATION","12","16","W","BD","Night","May"
"5832","Saturday","YORK MILLS STATION","6","11","S","YU","Morning","May"
"5833","Saturday","UNION STATION","5","10","N","YU","Morning","May"
"5834","Saturday","LESLIE STATION","49","54","W","SHP","Afternoon","May"
"5835","Saturday","DOWNSVIEW PARK STATION","4","9","S","YU","Afternoon","May"
"5836","Saturday","BLOOR STATION","3","6","N","YU","Afternoon","May"
"5837","Saturday","MIDLAND STATION","3","9","S","SRT","Afternoon","May"
"5838","Saturday","SUMMERHILL STATION","7","10","N","YU","Afternoon","May"
"5839","Saturday","QUEEN STATION","15","19","N","YU","Afternoon","May"
"5840","Saturday","VICTORIA PARK STATION","9","13","E","BD","Evening","May"
"5841","Saturday","KING STATION","3","8","N","YU","Evening","May"
"5842","Saturday","OSGOODE STATION","12","17","S","YU","Evening","May"
"5843","Sunday","KEELE STATION","7","11","E","BD","Night","May"
"5844","Sunday","MUSEUM STATION","3","7","S","YU","Afternoon","May"
"5845","Sunday","CHESTER STATION","6","10","E","BD","Afternoon","May"
"5846","Sunday","LAWRENCE STATION","11","15","S","YU","Afternoon","May"
"5847","Sunday","GREENWOOD STATION","8","12","E","BD","Evening","May"
"5848","Sunday","WARDEN STATION","3","7","W","BD","Evening","May"
"5849","Sunday","VICTORIA PARK STATION","6","10","E","BD","Evening","May"
"5850","Sunday","KENNEDY BD STATION","4","8","W","BD","Evening","May"
"5851","Sunday","KENNEDY BD STATION","4","8","W","BD","Evening","May"
"5852","Monday","SHEPPARD WEST STATION","3","7","N","YU","Morning","May"
"5853","Monday","ROSEDALE STATION","23","25","N","YU","Morning","May"
"5854","Monday","BLOOR STATION","12","15","N","YU","Morning","May"
"5855","Monday","DOWNSVIEW PARK STATION","7","11","S","YU","Afternoon","May"
"5856","Monday","KENNEDY BD STATION","3","6","W","BD","Afternoon","May"
"5857","Monday","QUEEN'S PARK STATION","5","8","N","YU","Afternoon","May"
"5858","Monday","ST GEORGE BD STATION","14","16","E","BD","Afternoon","May"
"5859","Monday","SHEPPARD WEST STATION","3","6","S","YU","Afternoon","May"
"5860","Monday","QUEEN'S PARK STATION","3","6","N","YU","Evening","May"
"5861","Monday","SPADINA BD STATION","3","5","W","BD","Evening","May"
"5862","Monday","KIPLING STATION","4","8","W","BD","Evening","May"
"5863","Monday","LESLIE STATION","3","8","E","SHP","Evening","May"
"5864","Tuesday","WILSON STATION","3","5","S","YU","Morning","May"
"5865","Tuesday","ST ANDREW STATION","3","5","S","YU","Morning","May"
"5866","Tuesday","SHERBOURNE STATION","3","6","W","BD","Morning","May"
"5867","Tuesday","OSSINGTON STATION","32","35","E","BD","Morning","May"
"5868","Tuesday","MCCOWAN STATION","8","13","S","SRT","Afternoon","May"
"5869","Tuesday","MCCOWAN STATION","4","10","S","SRT","Afternoon","May"
"5870","Tuesday","COXWELL STATION","6","9","E","BD","Afternoon","May"
"5871","Tuesday","BLOOR STATION","3","5","S","YU","Afternoon","May"
"5872","Tuesday","BLOOR STATION","8","10","S","YU","Afternoon","May"
"5873","Tuesday","DAVISVILLE STATION","3","5","N","YU","Evening","May"
"5874","Tuesday","DONLANDS STATION","5","7","E","BD","Evening","May"
"5875","Tuesday","DAVISVILLE STATION","5","9","S","YU","Evening","May"
"5876","Wednesday","ISLINGTON STATION","5","9","W","BD","Night","May"
"5877","Wednesday","SPADINA BD STATION","3","5","W","BD","Morning","May"
"5878","Wednesday","YORK MILLS STATION","5","8","N","YU","Afternoon","May"
"5879","Wednesday","OSSINGTON STATION","3","5","W","BD","Afternoon","May"
"5880","Wednesday","BAYVIEW STATION","6","11","E","SHP","Afternoon","May"
"5881","Wednesday","BAYVIEW STATION","3","8","E","SHP","Afternoon","May"
"5882","Wednesday","WILSON STATION","4","6","S","YU","Afternoon","May"
"5883","Wednesday","VAUGHAN MC STATION","4","6","S","YU","Afternoon","May"
"5884","Wednesday","QUEEN STATION","3","5","N","YU","Evening","May"
"5885","Wednesday","VAUGHAN MC STATION","4","6","S","YU","Evening","May"
"5886","Wednesday","YORK MILLS STATION","3","5","S","YU","Evening","May"
"5887","Wednesday","CHRISTIE STATION","3","6","W","BD","Evening","May"
"5888","Wednesday","RUNNYMEDE STATION","6","9","W","BD","Evening","May"
"5889","Wednesday","OSSINGTON STATION","5","8","W","BD","Evening","May"
"5890","Wednesday","KENNEDY BD STATION","10","14","W","BD","Evening","May"
"5891","Thursday","VAUGHAN MC STATION","8","13","S","YU","Night","May"
"5892","Thursday","BLOOR STATION","6","11","N","YU","Night","May"
"5893","Thursday","BLOOR STATION","5","10","S","YU","Night","May"
"5894","Thursday","UNION STATION","3","5","N","YU","Morning","May"
"5895","Thursday","ST GEORGE BD STATION","3","5","W","BD","Morning","May"
"5896","Thursday","ROYAL YORK STATION","3","5","E","BD","Morning","May"
"5897","Thursday","SUMMERHILL STATION","3","5","S","YU","Morning","May"
"5898","Thursday","LANSDOWNE STATION","6","9","E","BD","Morning","May"
"5899","Thursday","DUPONT STATION","4","6","N","YU","Morning","May"
"5900","Thursday","MUSEUM STATION","6","8","S","YU","Morning","May"
"5901","Thursday","DUPONT STATION","4","6","N","YU","Afternoon","May"
"5902","Thursday","MCCOWAN STATION","5","10","S","SRT","Afternoon","May"
"5903","Thursday","KENNEDY BD STATION","3","6","W","BD","Afternoon","May"
"5904","Thursday","BAY STATION","8","10","W","BD","Afternoon","May"
"5905","Thursday","ST GEORGE BD STATION","3","5","W","BD","Afternoon","May"
"5906","Thursday","ROYAL YORK STATION","5","7","E","BD","Afternoon","May"
"5907","Thursday","KIPLING STATION","3","5","W","BD","Evening","May"
"5908","Thursday","KENNEDY BD STATION","3","5","W","BD","Evening","May"
"5909","Thursday","COXWELL STATION","5","7","W","BD","Evening","May"
"5910","Thursday","COXWELL STATION","5","7","E","BD","Evening","May"
"5911","Thursday","COXWELL STATION","3","6","E","BD","Evening","May"
"5912","Thursday","ISLINGTON STATION","7","10","W","BD","Evening","May"
"5913","Thursday","SHEPPARD WEST STATION","4","7","N","YU","Evening","May"
"5914","Friday","BATHURST STATION","6","10","W","BD","Night","May"
"5915","Friday","VAUGHAN MC STATION","7","12","N","YU","Night","May"
"5916","Friday","BROADVIEW STATION","4","7","W","BD","Morning","May"
"5917","Friday","KENNEDY BD STATION","3","5","W","BD","Morning","May"
"5918","Friday","KENNEDY SRT STATION","10","15","N","SRT","Morning","May"
"5919","Friday","GREENWOOD STATION","3","5","E","BD","Morning","May"
"5920","Friday","LANSDOWNE STATION","7","9","W","BD","Morning","May"
"5921","Friday","DUFFERIN STATION","3","5","W","BD","Morning","May"
"5922","Friday","ROYAL YORK STATION","7","9","E","BD","Morning","May"
"5923","Friday","OSSINGTON STATION","5","8","E","BD","Morning","May"
"5924","Friday","RUNNYMEDE STATION","7","10","E","BD","Afternoon","May"
"5925","Friday","ST GEORGE BD STATION","3","6","W","BD","Afternoon","May"
"5926","Friday","BROADVIEW STATION","5","7","E","BD","Afternoon","May"
"5927","Friday","WARDEN STATION","3","5","W","BD","Afternoon","May"
"5928","Friday","BROADVIEW STATION","7","9","W","BD","Afternoon","May"
"5929","Friday","BLOOR STATION","5","7","N","YU","Evening","May"
"5930","Friday","WARDEN STATION","4","7","W","BD","Evening","May"
"5931","Friday","UNION STATION","6","8","N","YU","Evening","May"
"5932","Friday","ROSEDALE STATION","4","7","S","YU","Evening","May"
"5933","Friday","PAPE STATION","4","7","E","BD","Evening","May"
"5934","Friday","BLOOR STATION","5","10","S","YU","Evening","May"
"5935","Saturday","WARDEN STATION","4","8","E","BD","Night","May"
"5936","Saturday","WILSON STATION","5","10","N","YU","Night","May"
"5937","Saturday","GREENWOOD STATION","15","19","E","BD","Morning","May"
"5938","Saturday","MIDLAND STATION","5","11","S","SRT","Afternoon","May"
"5939","Saturday","VICTORIA PARK STATION","15","19","W","BD","Afternoon","May"
"5940","Saturday","SPADINA BD STATION","3","7","E","BD","Afternoon","May"
"5941","Saturday","JANE STATION","5","9","E","BD","Afternoon","May"
"5942","Saturday","BLOOR STATION","4","8","S","YU","Afternoon","May"
"5943","Saturday","KIPLING STATION","3","7","E","BD","Evening","May"
"5944","Saturday","BLOOR STATION","5","10","S","YU","Evening","May"
"5945","Sunday","ISLINGTON STATION","4","8","W","BD","Morning","May"
"5946","Sunday","WILSON STATION","4","8","S","YU","Morning","May"
"5947","Sunday","ROYAL YORK STATION","4","8","W","BD","Morning","May"
"5948","Sunday","BAY STATION","8","12","E","BD","Afternoon","May"
"5949","Sunday","YORKDALE STATION","4","8","S","YU","Afternoon","May"
"5950","Sunday","BAY STATION","5","9","W","BD","Afternoon","May"
"5951","Sunday","OLD MILL STATION","5","9","W","BD","Afternoon","May"
"5952","Sunday","RUNNYMEDE STATION","4","8","E","BD","Afternoon","May"
"5953","Sunday","BROADVIEW STATION","3","7","E","BD","Afternoon","May"
"5954","Sunday","VICTORIA PARK STATION","4","8","W","BD","Afternoon","May"
"5955","Sunday","BATHURST STATION","3","7","E","BD","Evening","May"
"5956","Monday","WELLESLEY STATION","3","8","N","YU","Night","May"
"5957","Monday","PIONEER VILLAGE STATIO","6","11","N","YU","Night","May"
"5958","Monday","COXWELL STATION","3","5","E","BD","Morning","May"
"5959","Monday","KIPLING STATION","3","6","W","BD","Morning","May"
